venue_name,category,lat,lng,origin_district
KasaMama,Buffet,-12.049942352774064,-77.03391414982816,LIMA
Cioccolato,Café,-12.052922094402058,-77.03453958084472,LIMA
Restaurante La Buena Muerte,Seafood Restaurant,-12.048122599012567,-77.02298822219556,LIMA
Hanna,Restaurant,-12.048473981907046,-77.03322386668626,LIMA
Trattoria Italia,Italian Restaurant,-12.046700064218609,-77.04560680254143,LIMA
Museo de la Moneda,History Museum,-12.049475562486755,-77.02399097428096,LIMA
Domus Restaurante & Café,Restaurant,-12.049924419717804,-77.02959644170856,LIMA
Museo de Arte de Lima - MALI,Art Museum,-12.060303444004266,-77.03730028496251,LIMA
Avellaneda' s Restaurant,Restaurant,-12.046282474578891,-77.03291952610016,LIMA
Sheraton Lima Hotel & Convention Center,Hotel,-12.0572746,-77.0368978,LIMA
El Chinito,Sandwich Place,-12.046778541705377,-77.03036886987904,LIMA
Museo del Pisco Lima,Lounge,-12.045802693301697,-77.02965030564054,LIMA
Gran Hotel Bolívar,Hotel,-12.051103072118583,-77.03550692772644,LIMA
Bar de Ciro,Brewery,-12.05334388800499,-77.03725397586823,LIMA
Chifa San Joy Lao,Chinese Restaurant,-12.051363675045982,-77.02506739674047,LIMA
Chinkana Piqueos & Spirits,Bar,-12.050027210090096,-77.0357393368733,LIMA
R18 Café Restaurante,Restaurant,-12.046774,-77.03253,LIMA
El Bolivarcito,Hotel Bar,-12.051219,-77.034909,LIMA
Bar Munich,Bar,-12.0525125766096,-77.03592690080355,LIMA
Casa Belga,Restaurant,-12.047629607507643,-77.02829183801163,LIMA
Sheraton Hotel & Convention Center - Tennis Court,Tennis Court,-12.057451595718064,-77.03788502886489,LIMA
Paseo de los Héroes Navales,Plaza,-12.057655956310166,-77.03599171319797,LIMA
El Mirador Plaza San Martin,Bar,-12.05074210831435,-77.03488256380756,LIMA
Estadio Fútbol Club,Sports Bar,-12.052921737344251,-77.03566973412784,LIMA
Chun Koc Sen,Chinese Restaurant,-12.052379527942009,-77.0251716805965,LIMA
Fung Yen,Chinese Restaurant,-12.051294442626014,-77.02535098530093,LIMA
Market Capon,Market,-12.051119687295879,-77.02453364955696,LIMA
Restaurante Heydi,Seafood Restaurant,-12.051566928595042,-77.03138575979654,LIMA
Parque de la Exposición,Park,-12.062538359858769,-77.03651874783061,LIMA
La Liguria,Bakery,-12.059697934422227,-77.04348296710782,LIMA
Salón Capón,Chinese Restaurant,-12.051702792005383,-77.02485147093446,LIMA
"Chicharroneria ""El TOBI III""",BBQ Joint,-12.028034475048651,-77.03204564117506,LIMA
Restaurante Arturo,Peruvian Restaurant,-12.056286108975879,-77.03414494417619,LIMA
Cremoladas Yayo,Dessert Shop,-12.0523318139439,-77.05521195654998,LIMA
La Casa De La Salud,Vegetarian / Vegan Restaurant,-12.055421031858897,-77.0387508944482,LIMA
Starbucks,Coffee Shop,-12.056486314622834,-77.037034034729,LIMA
Tony Roma's,American Restaurant,-12.057405764868664,-77.03008071382342,LIMA
Sheraton Lima - Fitness Center,Gym,-12.057537517632921,-77.03715972110277,LIMA
Saga Falabella,Department Store,-12.057305151104194,-77.0376696777227,LIMA
Mi Barrunto,Seafood Restaurant,-12.067640094223774,-77.02157339054425,LIMA
Circuito Mágico del Agua - Parque de la Reserva,Water Park,-12.071032395810523,-77.0334037942536,LIMA
Estadio Nacional,Soccer Stadium,-12.067235338645572,-77.03374564647675,LIMA
La Cúpula Restaurant,Restaurant,-12.057274265284432,-77.03654967203697,LIMA
Koca Kinto,Bar,-12.061745044836544,-77.04142644900583,LIMA
Asociación Cultural Brisas del Títicaca,Performing Arts Venue,-12.062009074304278,-77.04172786949896,LIMA
Alameda de los Descalzos,Plaza,-12.03546475274132,-77.02611651374363,LIMA
La Casa de la Salsa,Nightclub,-12.064550715578548,-77.03253450627923,LIMA
Museo de Arte Italiano,Art Museum,-12.058465929934787,-77.0367800548906,LIMA
Colegio Salesiano,High School,-12.061751477026165,-77.04393471318913,LIMA
El Rinconcito Escondido,Peruvian Restaurant,-12.06519138556769,-77.03456037703162,LIMA
Auditorio AFP Integra MALI,Auditorium,-12.0607210401789,-77.0370130324858,LIMA
La Casa del Auxilio,Music Venue,-12.059440508118346,-77.04001506809809,LIMA
Club Lawn Tennis de la Exposición,Sports Club,-12.065883433970699,-77.03734511024325,LIMA
Estadio Teodoro Lolo Fernandez,Soccer Stadium,-12.049415469951397,-77.04748025868082,LIMA
Tambo+,Convenience Store,-12.054608207647096,-77.04508066177368,LIMA
Anfiteatro del Parque de la Exposición,Concert Hall,-12.062308228184431,-77.03554540789176,LIMA
Campo de Marte,Park,-12.066398761758117,-77.04189944427885,LIMA
Metro Perricholi,Department Store,-12.040648816961784,-77.02918794944023,LIMA
Playa Hermosa,Beach,-11.774645419941294,-77.18637943267822,ANCON
Yatch Club Ancon,Beach,-11.774721538351507,-77.18379085651418,ANCON
Club FAP Ancon,Beach,-11.770103897557393,-77.17277238242887,ANCON
Balneario Santa Rosa,Beach,-11.796499865870592,-77.16933521813938,ANCON
Balneario de la Marina - Sede Ancón,Beach,-11.77918908509804,-77.19493745643936,ANCON
Muelle de Ancón,Seafood Restaurant,-11.773332726584739,-77.17634984819175,ANCON
Dely Bakery,Peruvian Restaurant,-11.773147716116432,-77.18728375768336,ANCON
Playa - Balneario de la Marina,Beach,-11.77926497997513,-77.19496980716436,ANCON
D'onofrio Ancon,Dessert Shop,-11.772994418437682,-77.17572085102603,ANCON
Balneario de Ancón,Beach,-11.775576174247623,-77.1757376992078,ANCON
Renzos,Seafood Restaurant,-11.7730662636804,-77.1741314951372,ANCON
Restaurant Renzo's,Seafood Restaurant,-11.77411421112799,-77.16880166248583,ANCON
Deli Bakery,Restaurant,-11.774354,-77.18647,ANCON
Parque Ecológico Antonio Raimondi,Park,-11.775315853477517,-77.16234264104322,ANCON
Centro Naval Ancon,Beach,-11.780106966025857,-77.19517707824707,ANCON
Parque de Rosario,Park,-11.7849445434092,-77.15724257470039,ANCON
Sutran-Puesto de control,Bus Station,-11.753485524118942,-77.16270772551748,ANCON
Plaza Miami,Plaza,-11.800091799743061,-77.1744628467054,ANCON
Perulandia,Pool,-12.0155193825056,-76.93608029551288,ATE
Real Plaza Puruchuco,Shopping Mall,-12.043,-76.93191,ATE
Mercado Mayorista de Santa Anita,Farmers Market,-12.038301905586627,-76.94430140337192,ATE
Gran Mercado Mayorista de Lima,Shopping Mall,-12.03922025040823,-76.94531985945963,ATE
Restaurant Las Delicias De Muruhuay,Restaurant,-12.017244779074307,-76.92260905904618,ATE
Plaza Vea,Grocery Store,-12.031972229069144,-76.9260971816456,ATE
Restaurante Campestre La Ponderosa - Huachipa,Peruvian Restaurant,-12.012210170480984,-76.93793972762118,ATE
La Crika,Italian Restaurant,-12.016254260129859,-76.93740179058398,ATE
Plaza Vitarte,Plaza,-12.026368705559916,-76.92156118033826,ATE
El Torito Restaurant,Restaurant,-12.020455228286115,-76.92187659549725,ATE
Huachipa,Field,-12.020152669599991,-76.90730488880591,ATE
Centro Cultural de Ate,Performing Arts Venue,-12.026501644990828,-76.92054750524444,ATE
Ciudad De Vitarte,Resort,-12.02827778141103,-76.92188759794439,ATE
Gym Mega Force,Gym,-12.030768935748444,-76.92543387007883,ATE
Parque Zoológico Huachipa,Zoo,-12.015164927166806,-76.89867496490479,ATE
Puruchuco,History Museum,-12.048344258621821,-76.93463802337646,ATE
Carbón y Cilindro,BBQ Joint,-12.02018,-76.921875,ATE
Plaza Josfel,Shopping Mall,-12.042650904544203,-76.93702566660687,ATE
plazaVea,Grocery Store,-12.043599827481462,-76.93720010928486,ATE
Complejo Recreacional Acobamba - FIPA,Park,-12.030912212917714,-76.93337356767573,ATE
Cafeteria Camposanto Mapfre,Coffee Shop,-12.011242992795554,-76.91303461981504,ATE
Club Ecuestre Huachipa,Field,-12.009764465819602,-76.92701449153816,ATE
Caballerizas - Club Ecuestre Huachipa,Stables,-12.009737986824769,-76.92906098048681,ATE
Pios Chicken,Fast Food Restaurant,-12.041983640904428,-76.93475226188671,ATE
Alameda City,Park,-12.02817437603026,-76.94277088988015,ATE
La Pacha Mía,Peruvian Restaurant,-12.017735791079128,-76.94490910194739,ATE
Maracanito Fútbol Club,Soccer Stadium,-12.013997,-76.943778,ATE
El Borrego,Peruvian Restaurant,-12.01555544940857,-76.89818629856029,ATE
Conafovicer,Soccer Field,-12.019095873559259,-76.8967734194659,ATE
Flores,Flower Shop,-12.013989089632087,-76.94588816552388,ATE
Blu: il gelato del barrio,Ice Cream Shop,-12.150491094898415,-77.02063701560502,BARRANCO
Isolina Taberna Peruana,Peruvian Restaurant,-12.14766495066564,-77.02228980595444,BARRANCO
Crem dela Crem,Ice Cream Shop,-12.15001368034554,-77.02159359971714,BARRANCO
Colonia & Co,Coffee Shop,-12.147438457273388,-77.02240957649174,BARRANCO
BarBarian,Bar,-12.150771204922814,-77.02222954006709,BARRANCO
Parque Municipal de Barranco,Park,-12.149572487390916,-77.02119827270508,BARRANCO
Ayahuasca Restobar Lounge,Lounge,-12.147123401371976,-77.02222553942224,BARRANCO
La Panetteria,Bakery,-12.14812221380629,-77.0213272472484,BARRANCO
Pan Sal Aire,Restaurant,-12.148289748298806,-77.0211347214243,BARRANCO
Bajada de baños,Scenic Lookout,-12.149857945531037,-77.0231652267251,BARRANCO
Siete,Mediterranean Restaurant,-12.147708,-77.022538,BARRANCO
Central,Restaurant,-12.15280102998765,-77.02245948673855,BARRANCO
Garito Bistro,Wine Bar,-12.151241278821656,-77.02225492206921,BARRANCO
DaDA,Bar,-12.145049344956215,-77.02284274776953,BARRANCO
Puente de los Suspiros,Bridge,-12.149148538642365,-77.02247134407918,BARRANCO
Canta Rana,Seafood Restaurant,-12.146788944821258,-77.02222331559156,BARRANCO
Kjolle,Peruvian Restaurant,-12.15295,-77.02271,BARRANCO
MATE | Museo Mario Testino,Art Museum,-12.154075693105012,-77.02305426454112,BARRANCO
La Bodega Verde,Tea Room,-12.148221292599038,-77.02250694986745,BARRANCO
Malecón de Barranco,Park,-12.143070403165936,-77.02448581219699,BARRANCO
FUGA,Nightclub,-12.144419289920483,-77.02200511063033,BARRANCO
Dédalo Arte y Artesanías,Art Gallery,-12.143789191864348,-77.02389705948752,BARRANCO
Hotel B,Hotel,-12.142954386020627,-77.02326608635053,BARRANCO
Pizerrìa La Linterna,Pizza Place,-12.144713065470166,-77.0219325955422,BARRANCO
Cala,Restaurant,-12.144567383917245,-77.02561958659587,BARRANCO
Museo de Arte Colonial Pedro de Osma,Museum,-12.1545335140912,-77.02271774411201,BARRANCO
Juanito Bodega Bar,Bar,-12.14963566799305,-77.02069246181661,BARRANCO
Fuerza Bruta,Circus,-12.15443484547928,-77.02189015307216,BARRANCO
Starbucks,Coffee Shop,-12.149350768451038,-77.02168498694236,BARRANCO
Sandwiches Monstruos,Sandwich Place,-12.141152881510397,-77.02176420417042,BARRANCO
La Cuadra De Salvador,Steakhouse,-12.141289043229088,-77.02242140802696,BARRANCO
Sofá Café,Café,-12.141346580488246,-77.02324036949767,BARRANCO
Belgicius,Belgian Restaurant,-12.141295439304688,-77.02143746004433,BARRANCO
Centro Cultural Juan Parra Del Riego,Art Gallery,-12.150749053475959,-77.02169265055818,BARRANCO
Restaurante Javier,Latin American Restaurant,-12.149939585558686,-77.02333331108093,BARRANCO
Chanfainita Pale,Seafood Restaurant,-12.146788292171573,-77.01441829380317,BARRANCO
La Sanahoria Barranco,Organic Grocery,-12.141199248648741,-77.02315745769197,BARRANCO
Malecón Paul Harris,Park,-12.139820898209496,-77.0248201333419,BARRANCO
Sargento Pimienta,Bar,-12.1437819609205,-77.01875505317676,BARRANCO
La Espiga de Oro,Bakery,-12.142968356941452,-77.02208064351439,BARRANCO
La 73,Peruvian Restaurant,-12.139511469156083,-77.02320182687089,BARRANCO
Playa Barranquito,Beach,-12.14524568473827,-77.02526180394777,BARRANCO
Café MATE,Café,-12.154051780700684,-77.02299499511719,BARRANCO
Malecón Pedro de Osma,Scenic Lookout,-12.15524787524451,-77.0234977606499,BARRANCO
El Viejo Fundo,BBQ Joint,-12.140195025101601,-77.01788289592031,BARRANCO
Victoria Bar,Cocktail Bar,-12.15074460855767,-77.02188840319543,BARRANCO
K.O. Workout System,Gym / Fitness Center,-12.136576432122272,-77.02423473643377,BARRANCO
Belmond Miraflores Park,Hotel,-12.135293219463321,-77.02731949647993,BARRANCO
Tragaluz,Peruvian Restaurant,-12.1349951,-77.02731039999999,BARRANCO
El Hornero,Steakhouse,-12.13520457013921,-77.01992433196024,BARRANCO
Costa Sur,Seafood Restaurant,-12.157150228975429,-77.02298779663452,BARRANCO
Túpac Asociación Cultural,Performing Arts Venue,-12.152782188718046,-77.02252873842627,BARRANCO
Malecón Armendáriz,Park,-12.134421058550256,-77.02638766486557,BARRANCO
El Muelle,Seafood Restaurant,-12.147009550784409,-77.02267468394182,BARRANCO
Hensley Bar,Bar,-12.141599,-77.021935,BARRANCO
Caleta Dolsa,Breakfast Spot,-12.143869,-77.023112,BARRANCO
Costa Verde,Beach,-12.13688631256794,-77.02866554260254,BARRANCO
Costa Verde,Beach,-12.162030908488457,-77.02526742705825,BARRANCO
Casa Osma,Public Art,-12.153331195568267,-77.02280933883466,BARRANCO
Parque Domodossola,Park,-12.134725564446248,-77.02819347381592,BARRANCO
Parque Melitón Porras,Park,-12.13252169620266,-77.02457578250991,BARRANCO
Masajes en Braille,Gym / Fitness Center,-12.132010105387957,-77.01885112517778,BARRANCO
Zimmermann,Deli / Bodega,-12.13226100581762,-77.02667132211894,BARRANCO
Malecón de Chorrillos,Scenic Lookout,-12.16506152605755,-77.02582973678737,BARRANCO
Keto Impro,Comedy Club,-12.152850570193236,-77.02250482456257,BARRANCO
Alameda Saenz Peña,Park,-12.143326680980499,-77.02306877095103,BARRANCO
Restaurante Central,Peruvian Restaurant,-12.132717382120891,-77.02777996790262,BARRANCO
Art Lima,Public Art,-12.163152948912652,-77.02151266725846,BARRANCO
Panadería Carmelitas,Bakery,-12.130472146084724,-77.01915781761454,BARRANCO
JW Marriott Hotel Lima,Hotel,-12.1317336,-77.029395,BARRANCO
Larcomar,Shopping Mall,-12.131916821048247,-77.03028876045418,BARRANCO
"Club de Regatas ""Lima""",Social Club,-12.166350559608615,-77.03244230320934,BARRANCO
Escuela D1,Dance Studio,-12.162757208082587,-77.02410299706344,BARRANCO
Feria Orgánica de Barranco,Market,-12.139173629438025,-77.02390662670722,BARRANCO
El Hornero,Steakhouse,-12.167336795578294,-77.02835140819285,BARRANCO
Hilton,Hotel,-12.12891427375902,-77.02643481603917,BARRANCO
Teatro La Plaza,Theater,-12.131788810998641,-77.03053861860627,BARRANCO
Puku Puku,Snack Place,-12.130748828895223,-77.02980073524036,BARRANCO
Tanta,Peruvian Restaurant,-12.130081,-77.024479,BARRANCO
Mercado 28,Market,-12.12956156632487,-77.02422961345822,BARRANCO
Mercado Jorge Chávez,Flea Market,-12.146102536958963,-77.01387446974776,BARRANCO
JW Marriott - Hotel Bar,Hotel Bar,-12.13167615782101,-77.0294509488691,BARRANCO
JW Marriott Hotel Lima (Executive Lounge),Hotel Bar,-12.13169029241189,-77.0294129628153,BARRANCO
JW Marriott - Health Club,Gym,-12.131480865377181,-77.03001450626752,BARRANCO
Miss Cupcakes,Cupcake Shop,-12.128435958096263,-77.0257672118907,BARRANCO
La Trattoria di Mambrino,Italian Restaurant,-12.131787244935213,-77.03071403135992,BARRANCO
La Preferida,Seafood Restaurant,-12.128899,-77.020226,BARRANCO
Mangos,Peruvian Restaurant,-12.132080623581833,-77.030656047203,BARRANCO
El Tizón,Bar,-12.141424407198743,-77.02104669538656,BARRANCO
La Bodega de la Trattoria,Italian Restaurant,-12.132837573218238,-77.0278397325117,BARRANCO
Madam Tusan,Chinese Restaurant,-12.129574777725002,-77.02229043033161,BARRANCO
Pastelería San Antonio,Bakery,-12.129508368270248,-77.02403950011302,BARRANCO
Tanta,Peruvian Restaurant,-12.13212913746948,-77.03030269983907,BARRANCO
Di Capperi,Gourmet Shop,-12.130322755962018,-77.00852409574063,BARRANCO
Antigua Bodega Dalmacia,Mediterranean Restaurant,-12.132321542349871,-77.02672542491902,BARRANCO
Munay cafe y delicias,Restaurant,-12.134384308655765,-77.00957552311554,BARRANCO
La Lucha - Sanguchería Criolla,Sandwich Place,-12.127878160590056,-77.02957140916699,BARRANCO
Hotel Aloft,Hotel,-12.129173982149494,-77.02403279447748,BARRANCO
Parque Salazar,Park,-12.131817317288482,-77.03014818844557,BARRANCO
Primos Chicken Lovers,Fried Chicken Joint,-12.135045860858796,-77.02593196624831,BARRANCO
Cineplanet,Movie Theater,-12.066293736307452,-77.04730135497755,BREÑA
Bodytech,Gym / Fitness Center,-12.066541260508762,-77.0474747862563,BREÑA
Starbucks,Coffee Shop,-12.066607585560757,-77.04755555083051,BREÑA
Starbucks,Coffee Shop,-12.073877251677178,-77.05108331359544,BREÑA
Norky's,Fried Chicken Joint,-12.066873401465712,-77.04765595564514,BREÑA
Chili's,American Restaurant,-12.066808062944979,-77.04731824660118,BREÑA
"Dulcería ""Paquita""",Cupcake Shop,-12.055150419150719,-77.04891029525685,BREÑA
El Gran Cajamarquez,Peruvian Restaurant,-12.068874322392077,-77.04889717720502,BREÑA
La Panera,Bakery,-12.074707,-77.043697,BREÑA
Anticucheria La Norteña,Peruvian Restaurant,-12.067205677190934,-77.05935979451924,BREÑA
Bodega El Buen Vecino,Convenience Store,-12.07398907944563,-77.0433429024592,BREÑA
Shimaya Ramen,Ramen Restaurant,-12.073814358854623,-77.05574546848537,BREÑA
Chanchipan,Peruvian Restaurant,-12.07361270554111,-77.04812141154889,BREÑA
Instituto Italiano de Cultura de Lima,Student Center,-12.075024824100787,-77.03567229320507,BREÑA
Circolo Sportivo Italiano,Sports Club,-12.072864083865511,-77.05427357438421,BREÑA
Naruto Japanese Food,Japanese Restaurant,-12.07358044863622,-77.0624553436231,BREÑA
La Rambla,Shopping Mall,-12.066546354114235,-77.04747148160388,BREÑA
Brasuca - Restaurante,Peruvian Restaurant,-12.07315919111224,-77.03885886853097,BREÑA
Chifa Amauta,Chinese Restaurant,-12.054349556371335,-77.0670611636675,BREÑA
Ciclovia Av. Salaverry,Track,-12.072538871047618,-77.04138994216919,BREÑA
Centro Cultural de España,Art Gallery,-12.070558194930246,-77.03724958157396,BREÑA
La Posada,Spanish Restaurant,-12.077809615867269,-77.05055762685909,BREÑA
El Aguajal,Peruvian Restaurant,-12.077330278165045,-77.04878229257548,BREÑA
Mr. Shao,Chinese Restaurant,-12.074839043144829,-77.05198136486024,BREÑA
Bongiorno Trattoria,Italian Restaurant,-12.07679840759271,-77.04939365386963,BREÑA
Teatro Luigi Pirandello,Theater,-12.07443966905195,-77.03508005967976,BREÑA
La Panera,Breakfast Spot,-12.067729502570621,-77.06217515809237,BREÑA
Restaurante Don Bosco,Peruvian Restaurant,-12.075169279104848,-77.04744242154806,BREÑA
Antigua Taberna Queirolo,Bar,-12.077608090627589,-77.06304001783558,BREÑA
Origen - Tostadores de Café,Coffee Shop,-12.072495171883888,-77.06639747778479,BREÑA
El Rinconcito de Chela,Seafood Restaurant,-12.059048096932045,-77.05741573607483,BREÑA
Starbucks,Coffee Shop,-12.077955077926623,-77.03550721847094,BREÑA
El Colonial,Restaurant,-12.047304099534825,-77.0508828017626,BREÑA
Feria Inter. del Libro - Lima 2017,Exhibit,-12.081942,-77.04292,BREÑA
"Museo Nacional de Arqueología, Antropología e Historia del Perú",History Museum,-12.077113577505635,-77.06232366735782,BREÑA
Teatro de la Universidad del Pacífico,Theater,-12.083063757873951,-77.04862100144175,BREÑA
El Bolivariano,Peruvian Restaurant,-12.076803794739407,-77.06395358613662,BREÑA
Parque Zonal Manco Capac,Park,-11.888268897767933,-77.02514934168335,CARABAYLLO
Extravaganza Restobar,Restaurant,-11.898256951985017,-77.03196519308044,CARABAYLLO
Fitlife Club,Gym / Fitness Center,-11.895275468987865,-77.03750839123873,CARABAYLLO
Gio's Cafe Restaurante,Restaurant,-11.902142898158534,-77.04095330096818,CARABAYLLO
Rancho Grande,Gastropub,-11.89990021049058,-77.05061937443875,CARABAYLLO
La Diabla Sangucheria,Burger Joint,-11.900472045646534,-77.03410374640758,CARABAYLLO
Pizza Raúl,Pizza Place,-11.888234684470977,-77.04409213587505,CARABAYLLO
Waa Paisano,Seafood Restaurant,-11.901701434566533,-77.04099986698373,CARABAYLLO
La Granja Villa Norte,Theme Park,-11.902956299984655,-77.04686076410464,CARABAYLLO
Chifa Sol,Chinese Restaurant,-11.900420493847326,-77.03931314150552,CARABAYLLO
Mariana Burger,Burger Joint,-11.901984,-77.03633,CARABAYLLO
Roky's - San Felipe,Fried Chicken Joint,-11.901985552641666,-77.04078059400288,CARABAYLLO
El Cevichito,Seafood Restaurant,-11.900012964421322,-77.0389974117279,CARABAYLLO
Club Remanso,Playground,-11.892128377778777,-77.04856173008446,CARABAYLLO
Compañía Plástica G & V E.I.R.L.,Factory,-11.909725891872421,-77.0150259001299,CARABAYLLO
Chaclacayo,Field,-11.97587661659076,-76.77150345166679,CHACLACAYO
Parque Chaclacayo,Park,-11.975576741985456,-76.76977358083754,CHACLACAYO
Panaderia Danilo Chaclacayo,Dessert Shop,-11.975647999403932,-76.77029761589478,CHACLACAYO
Casa Club - Club Residencial Los Girasoles de Huampani,Pool,-11.975234396512658,-76.78259117893894,CHACLACAYO
Kausaq,Peruvian Restaurant,-11.968396379021307,-76.74624318291905,CHACLACAYO
Chalet Belga,Food,-11.974879289267355,-76.76289330410816,CHACLACAYO
Virgen de Chapi,Restaurant,-11.975967249153427,-76.77197747151148,CHACLACAYO
